,1,2,3,4,5,6,7,8,9,10,11,12
A,20,10,5,1,0.1,0.01,0.001,0,blank,,,
B,20,10,5,1,0.1,0.01,0.001,0,blank,,,
C,20,10,5,1,0.1,0.01,0.001,0,blank,,,
D,,,,,,,,,,,,
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,
