,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,,,,,,
B,,,,,,,,,,,,
C,,,,,,,,,,,,
D,,A6,A11,C7,,D7,LUX,,117,115,BLANK,
E,,A6,A11,C7,,D7,LUX,,117,115,BLANK,
F,,A6,A11,C7,,D7,LUX,,117,115,BLANK,
G,,A6,A11,,,,,,,,,
H,,,,,,,,,,,,
