,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,,,,,,
B,,p4,p5,p6,p7,p8,p9,p10,,,blank,
C,,p4,p5,p6,p7,p8,p9,p10,,,blank,
D,,p4,p5,p6,p7,p8,p9,p10,,,blank,
E,,p11,p12,p13,p14,p15,,,,p1,p2,
F,,p11,p12,p13,p14,p15,p16,,,p1,p2,
G,,p11,p12,p13,p14,p15,p16,,,p1,p2,
H,,,,,,,p16,,,,,
