,1,2,3,4,5,6,7,8,9,10,11,12
A,high_7,high_7,high_7,med_7,med_7,med_7,low_7,low_7,low_7,off_7,off_7,off_7
B,high_6,high_6,high_6,med_6,med_6,med_6,low_6,low_6,low_6,off_6,off_6,off_6
C,high_5,high_5,high_5,med_5,med_5,med_5,low_5,low_5,low_5,off_5,off_5,off_5
D,high_4,high_4,high_4,med_4,med_4,med_4,low_4,low_4,low_4,off_4,off_4,off_4
E,high_3,high_3,high_3,med_3,med_3,med_3,low_3,low_3,low_3,off_3,off_3,off_3
F,high_2,high_2,high_2,med_2,med_2,med_2,low_2,low_2,low_2,off_2,off_2,off_2
G,high_1,high_1,high_1,med_1,med_1,med_1,low_1,low_1,low_1,off_1,off_1,off_1
H,blank,blank,blank,TJ1_1,TJ1_1,TJ1_1,TJ1_2,TJ1_2,TJ1_2,TJ1_3,TJ1_3,TJ1_3
