,1,2,3,4,5,6,7,8,9,10,11,12
A,zero_a,med_a,high_a,,,zero_d,med_d,high_d,,zero_1,med_1,high_1
B,zero_a,med_a,high_a,,,zero_d,med_d,high_d,,zero_1,med_1,high_1
C,zero_a,med_a,high_a,,,zero_d,med_d,high_d,,zero_1,med_1,high_1
D,blank,blank,blank,,,,,,,,,
E,,,,,,,,,,,,
F,zero_2,med_2,high_2,,,zero_3,med_3,high_3,,zero_4,med_4,high_4
G,zero_2,med_2,high_2,,,zero_3,med_3,high_3,,zero_4,med_4,high_4
H,zero_2,med_2,high_2,,,zero_3,med_3,high_3,,zero_4,med_4,high_4
