,1,2,3,4,5,6,7,8,9,10,11,12
A,1,2,3,4,5,6,7,8,9,10,11,12
B,1,2,3,4,5,6,7,8,9,10,11,12
C,1,2,3,4,5,6,7,8,9,10,11,12
D,13,14,15,16,17,303-1,303-2,303-3,303-4,303-5,303-6,303-7
E,13,14,15,16,17,303-1,303-2,303-3,303-4,303-5,303-6,303-7
F,13,14,15,16,17,303-1,303-2,303-3,303-4,303-5,303-6,303-7
G,blank,blank,blank,,,,,,,,,
H,,,,,,,,,,,,
